UpdateTime,WTI_Source,GSheet_Date,Base_Date,Reg_N,WTI,WTI_GSheet,WTI_Delta,WTI_Risk_Equiv,Risk_Premium,NAP,NAP_Actual,BZ,BZ_Actual,BZ_ARA,BZ_ARA_Actual,BZ_USG_MT,BZ_Spread_ARA,ET,ET_Actual,SM_Market,SM_Actual,PR,PR_Actual,BD,BD_Actual,BD_Tight_Prem,AN,AN_Actual,Cracker_Margin,Cracker_Margin_Act,Cracker_Delta,SM_Cost,SM_Cost_Actual,SM_Margin,SM_Margin_Actual,SM_Cost_Theory,SM_Margin_Theory,SM_Margin_Theory_Actual,ABS_Market,ABS_Mkt_Actual,ABS_Cost,ABS_Cost_Actual,ABS_Gap,ABS_Gap_Actual,ABS_Cost_Theory,ABS_Gap_Theory,Sens_BZ,R2_BZ,Sens_ET,R2_ET,Sens_SM,R2_SM,Sens_AN,R2_AN,Sens_BD,R2_BD,Sens_NAP,R2_NAP,Sens_PR,R2_PR,Sens_BZ_ARA,Sens_ABS_MKT,R2_ABS_MKT,Sens_ABS_GAP,R2_ABS_GAP,Sens_ABS_COST,Sens_SM_MARGIN,Sens_SM_COST,NAP_Sens_Equiv_Basis,BD_Tight_Scale,BD_Tight_Max,Cracker_Yields_ET,Cracker_Yields_PR,Cracker_Yields_BD,Cracker_Yields_BZ,Base_WTI,NAP_Fair,ET_Fair,BZ_Fair,SM_Fair,AN_Fair,BD_Fair,PR_Fair,SM_Cost_Fair,ABS_Cost_Fair,ABS_Gap_Fair,IranPremium_NAP,IranPremium_ET,IranPremium_BZ,IranPremium_SM,IranPremium_AN,IranPremium_BD,IranPremium_PR,IranPremium_SM_Cost,IranPremium_ABS_Cost,IranPremium_ABS_Gap,IranImpact_SM_Margin,IranPremium_NAP_WTI_Equiv,Base_NAP,Base_ET,Base_BZ,Base_SM,Base_AN,Base_BD,Base_PR,Base_SM_Cost,Base_ABS_Cost,Base_ABS_Gap
2026-03-12 22:15 UTC,구글시트 주간가,1-03-06,1-02-27,10,90.9,90.9,0.0,0.0,0,776.0,776.0,967.7,967.7,1031.0,1031.0,9537.6,-63.3,870.0,870.0,1171.0,1171.0,920.0,920.0,1500.0,1500.0,0.0,1100.0,1100.0,-301.4,-301.4,0.0,1054.7,1054.6,116.4,116.4,1185.2,-14.2,-14.1,1365.0,1365.0,1202.6,1202.6,162.4,162.4,1211.1,153.9,8.47,0.928,4.559,0.696,8.335,0.875,7.87,0.065,12.098,0.711,7.174,0.97,4.737,0.793,6.954,5.456,0.633,-5.76,0.123,6.992,-0.08,7.173,7.174,0.5,150,0.3,0.15,0.045,0.06,67.02,808.3,818.9,974.9,1165.5,1247.9,1558.9,948.1,1048.3,1202.4,142.1,0.0,51.1,-7.2,5.5,-147.9,-58.9,-28.1,6.4,0.2,20.3,-0.9,0.0,637.0,710.0,772.67,966.5,1060.0,1270.0,835.0,877.0389,1035.4,279.5999999999999
